Season,ghl,tanner_cbl,snow_cbl,total_tanner,tanner_ratio,total_snow,snow_ratio,total_king,king_ratio,total_dungeness,dungeness_ratio,total_halibut,halibut_ratio
2009/10,50000,260000,300000,27998.10199240987,0.572317926016554,31021.65512333966,0.6341233175950155,106,0.0021667790257425615,0,0,0,0
2010/11,50000,130000,300000,61790.95466101694,1.2333563273059744,18998.351483050843,0.3792098234854811,33,6.586847383145336e-4,0,0,10.291631355932203,2.0542243959126825e-4
2011/12,50000,65000,300000,17504.289040318003,0.34816959462537983,13508.896649630891,0.2686991205129627,135,0.0026852216143234096,0,0,27.939806927881886,5.557375812057139e-4
2012/13,50000,65000,300000,36070.115411824154,0.7207539180118396,15719.939363314805,0.3141162083252867,75,0.001498651812829179,0,0,9.52723597776655,1.9037345959108286e-4
2013/14,50000,260000,300000,88655.17060102499,1.7734893232972493,29253.760754775587,0.585202555171517,19,3.8008270599682487e-4,0,0,25.29872651032769,5.060846542273137e-4
2014/15,50000,260000,300000,24942.95646535754,2.0042665137817197,9868.184883290107,0.7929482032675239,23,0.0018481421751669154,0,0,19.46387550944794,0.0015640004009221378
2015/16,7500,260000,300000,22339.045745204134,2.9785990046739776,8354.50122970979,1.1139557764101666,68,0.009066848003626738,0,0,22.640924741760948,0.003018850342574978
2016/17,7500,260000,300000,11570.879576532861,1.5275249872649297,68103.23775915305,8.990621387308783,35,0.004620510843678877,0,0,48.515218350242606,0.006404716927735555
2017/18,7500,65000,300000,7322.964106522578,0.9718495499082396,4564.647626399074,0.6057862194428028,0,0,0,0,24.409880355075263,0.0032394984996941324
2018/19,7500,65000,300000,16287.126978284872,2.160102145932068,2155.8424733161573,0.2859215108416942,0,0,0,0,13.145380934854616,0.0017434238465956961
2019/20,7500,65000,300000,15138.450906996832,2.123204895791982,3406.1514540742874,0.47772110155319597,0,0,0,0,10.51281312985891,0.0014744478442999874
