Season,round_weight,discard_lb,discard_num,discard_ratio,discard_rate_lb,discard_rate_num,discard_M_lbs,discard_M_num
2009/10,1667958.3,317895.91692678625,871193.1801112539,0.19058984683657035,90.92846533054916,249.18929327488377,63579.18338535725,174238.63602225078
2010/11,1839479.5,369684.81027463503,888898.3558062802,0.20097250894866459,105.40048134236038,253.43295683913297,73936.962054927,177779.67116125603
2011/12,1437093.2,115675.61100637399,236029.8184555457,0.0804927690189989,47.463865697100275,96.8474469788422,23135.1222012748,47205.963691109144
2012/13,992665.1,114859.15854954395,333664.85950584424,0.11570786416238865,57.38510581776321,166.70323474599397,22971.83170990879,66732.97190116886
2013/14,899260.6,77070.73311269237,168273.96145837288,0.08570455895954117,31.17987754426609,68.07722335388759,15414.146622538474,33654.79229167458
2014/15,609091.9,43312.85177376478,104672.72511993155,0.07111053647859178,26.58355486295719,64.24359091881321,8662.570354752956,20934.545023986313
2015/16,431843.2,54736.87214808438,145970.42344833692,0.1267517287480372,41.36891950064572,110.32122333867687,10947.374429616877,29194.084689667387
2016/17,264152.7,48289.63614190687,129833.38934831016,0.18280954971085614,58.192904656319286,156.45970131873196,9657.927228381375,25966.67786966203
2017/18,211276.8,44990.67272409575,141835.0021471493,0.2129465834587411,82.54412021666957,260.2238366152634,8998.13454481915,28367.00042942986
2018/19,239699.7,153972.37131846958,468802.26470996113,0.6423552942221854,325.48857693366364,991.0205363280015,30794.47426369392,93760.45294199223
2019/20,249286.8,114799.921875,437154.2517688679,0.4605134402423233,302.34375,1151.314858490566,22959.984375,87430.85035377358
